,name,tweet,retweets,location,country,created,followers,is_user_verified,vader_sentiment
138,paololodebole,Stories from bike workshop @CicliSBianchi #bike #firenze #covid_19 #coronavirus #phase2 #fase2 #workshop #mobility #paololodebole #paololodebolefoto #sergiobianchifirenze #fotoreporter #fotoreportage #picture… https://t.co/fYfbHa3nLD,0,Tavarnuzze,Italy,23-May-2020,301,False,neutral
139,rsaracco,Lights and Shadows of Covid-19 on Digital Transformation – XVIII https://t.co/1CpBhYGC9w,0,"Torino, Italy, I",Italy,23-May-2020,407,False,neutral
140,hugo_mac82,"After covid-19🦠. 
.
.
.
.
#leatt #giant #reign2 #oneal #onealriders #uvexsports #uvexcycling #uvexoptics #tacxdeva #enduraxtractii #endura #black #red #facialmask #facemask #probikeshop #mtbpassion #mtb #ugodeangelis… https://t.co/KrUiw3LRpD",0,Roma ,Italy,22-May-2020,61,False,neutral
141,paoloigna1,Modello di contrasto al #covid19 #Kerala Chief Minister Pinarayi Vijayan speaks to Al Jazeera on how the state turned the ti @AJEnglish https://t.co/2ufpVieDkP,0,,Italy,22-May-2020,87526,False,neutral
142,paoloigna1,"Un largo studio comparato BBC News - Trump drug hydroxychloroquine raises death risk in Covid patients, study says
https://t.co/tJxFSrC4Jt",1,,Italy,22-May-2020,87526,False,negative
143,faberskj,@emaparr @Federissao Covid?,0,Milano,Italy,22-May-2020,2726,False,neutral
144,elianoimperato,"A man wearing a face mask as a precaution against the #COVID_19 #coronavirus makes the gesture of a raised fist as he takes part in a rally in solidarity with the labourers outside a supermarket downtown #Naples, southern #Italy. 2020. https://t.co/aON2jogGXc",0,"Napoli, Italy",Italy,22-May-2020,682,False,positive
145,adriandelmonte,"🇮🇹 #Covid_19 today:

• 652 new cases
• Record ~75K tests
• 0.86% positive

Our best % since this all began 🙏",2,"Milan, Lombardy",Italy,22-May-2020,18711,True,positive
146,KappaGee,"A very Italian way of doing quarantine and a very American way of doing quarantine
#Covid_19 https://t.co/RENb6ypZqi",0,"Milano, Lombardia",Italy,22-May-2020,114,False,neutral
147,IJOGERM,COVID assista!! https://t.co/cQ4k6dAMCQ,0,"Milão, Lombardia",Italy,22-May-2020,101,False,neutral
148,Zippo88lrr,"@HaraldofW @maninblack53 @gzibordi @VaeVictis @Vulcanelios @GioChirilly @GenoveffaReloa1 @Tommy_JP_91 @VitoGulli @danielamartani @boriquagato Dear Haraldo, here in this thread you have updated Italy situation covid to 21 may 👇

https://t.co/D29ilCanWt",0,"Feltre, Veneto, Italy",Italy,22-May-2020,1870,False,positive
149,ClaudiaIoan,"I would like to thank covid_magazine for having featured my work:

IN PRESENT DAYS OF YORE -
HISTORICAL RECURRENCES: THE 2020 COVID-19 PANDEMIC AND THE 1918-20 SPANISH FLU SPILLING OVER INTO THE SAME SCENARIOS… https://t.co/KnHS7BbWZv",0,"Perugia, Italy ",Italy,22-May-2020,394,False,positive
150,gdt62,How U.S. Consumers are Spending Differently During #Covid_19 https://t.co/d4cN0Mmsfg @antgrasso_IT @ValerioDeMolli  @BentivogliMarco @FeliciaPelagall @macolap @gicvd @LDRaimondo @ElisabettaCTO @cristinamucciol @lucarallo @franciungaro @ciro @AndreaPicardi @secolourbano @ppriolo,2,"Rome, Italy",Italy,22-May-2020,3123,False,neutral
151,paololodebole,Stories from Florence #firenze #covid_19 #coronavirus #fotoreporter #fotoreportage #people #picture #fotografia #foto #picoftheday #pictures #pontevecchio #instagram #instalovers #instagrammers #igerstuscany… https://t.co/eYFL0xm0iq,0,Tavarnuzze,Italy,22-May-2020,301,False,neutral
152,lucadf,"“We should broaden the range of disciplines engaged in communicating and planning future policies to avoid being misled by overly narrow and simplistic narratives whose outcomes may not optimally promote the nation’s health.” @VPrasadMDMPH @jflier 

https://t.co/kjl5T5v8M1",6,"Rome, Italy",Italy,22-May-2020,2095,False,negative
153,openroadsmb,"@EU_ENV @EUErasmusPlus @EU_Commission @Europarl_EN @EU_CoR @vonderleyen @FAO @UNEP @FAOKnowledge @OECD_ENV @IUCN @EUCouncil The Bees family, by one of my 1st traders at COVID Times.@OTTAVOCIRCOLOPC https://t.co/giL2ti6frq",1,"Piacenza, Emilia Romagna",Italy,22-May-2020,866,False,neutral
154,DR_X_88,No pain no gain !! Work hard #Covid_19 https://t.co/crB4CGWxc6,0,"Augusta, Sicilia",Italy,22-May-2020,283,False,positive
0,FakeWelt,"Pneumonia kills about 50k Americans every year, starting in December, peaking in January, and then declining in March and April
This year, over 90k, following the evolution of the coronavirus outbreak. Total tally of covid may be severely underestimated https://t.co/nTDGtybPjU",1,Gijon. Spain,Spain,30-May-2020,2348,False,negative
1,XBayona,"""#RAAS inhibitors do not increase the risk of #COVID-19 requiring admission to hospital, including fatal cases and those admitted to intensive care units, and should not be discontinued to prevent a severe case of COVID-19""
@TheLancet
https://t.co/Rb4YtESyot",0,Barcelona,Spain,30-May-2020,3040,False,positive
2,adambishop_it,"Study finds that fitness wearables provide early-warnings for Covid-19 sometimes long before symptoms appear.
 https://t.co/Cmhzrv1b6g",0,"Granada, Spain",Spain,30-May-2020,888,False,positive
3,jpovedano,2020 has jumped the shark https://t.co/L83soFf5Cv,0,España,Spain,30-May-2020,311,False,neutral
4,peterhatlem,Why simply waiting for herd immunity to covid-19 isn’t an option https://t.co/kfnfVGMbe6,0,Oslo and Malaga ,Spain,30-May-2020,4193,False,neutral
5,Netherlanders,"@AnnaEva86 1/2 Well to be honest, I hardly watch news. 

I have always been up to date about the latest news when I lived in the Netherlands. When I moved here, my main focus was building a life for myself. And when COVID started, I was hardly active on social media because of this 1/2",0,"Barcelona, Spain",Spain,30-May-2020,13253,False,positive
6,George_Lista,"So we have bigot for those intolerant of different views, racist for those hating and discriminating... but what do we call a woman who thinks covid isn’t killing men fast enough?   

Firebrand... that’s what they went with. 

I’ve yet to see a better suggestion 👉🏼 #FEMINAZI https://t.co/vtpf0742SP https://t.co/oRTiPIYYFC",0,Bouncing around the planet 🌍,Spain,30-May-2020,1510,False,negative
7,carlosgv14,Once a year never killed nobody #Covid_19,0,,Spain,30-May-2020,204,False,positive
8,Alfredo180478,"Excelente análisis. Gracias @kimtruss y equipo. 
""Moreover, given the aggressiveness Covid-19 displays in the airway, it would be bizarre that it should be the only respiratory disease not affected by smoking"" https://t.co/GKmJoYTCeB",0,"San Martín del Rey Aurelio, Es",Spain,29-May-2020,50,False,negative
9,KaddaKaddaa,COVID - GIN https://t.co/e9ZeI26pDJ,0,Arta Mallorca,Spain,29-May-2020,4,False,neutral
10,Soldevila_Jordi,"Everyone at home (LXX)
Unconfinament

#everyoneathome #home #joemquedoacasa #acasa #covid_19 #athome #stayathome #weekendathome #pictureoftheday #catalunya #barcelona #urbanview #urbanview #streetart #gracia #cercle… https://t.co/Zsle1tL9Ow",0,Barcelona,Spain,29-May-2020,149,False,neutral
11,FredericRSimoes,"I don’t know if I stole it from somebody or if I had a moment of brilliance (being realistic, probably not 🚫) in a panel discussion today.
Moderator: what trends were accelerated bc of the 🦠 COVID pandemic?
Me:
CO llaboration
VI rtualization
D igitalization 
🤷🏻‍♂️🤦🏻‍♂️
#DigitalHealth",1,"Barcelona, Spain",Spain,29-May-2020,418,False,positive
12,PGMC13,"Johnson's legacy

Locked down too late, ignored what was happening in Italy....

Sent elderly COVID vuctims to care homes creating epidemic

No quarantine at borders - 20000 COVID victims entered prior to lock down

Defended Cummings placing lock down strategy into disarray...",10,,Spain,29-May-2020,5866,False,positive
13,carlosmoeseruiz,"Zymo-ECOGEN
https://t.co/XReHyZK1Jg",0,Barcelona,Spain,29-May-2020,27,False,neutral
14,SacralB,"The Reaper 

#alvarojosephotography #portrait #portraitphotography #fantasyportrait  #armaggedon #plage #retrato #plaga #beware #igers #igersmadrid #photoshoot #art #artist #arte #covi̇d_19 #coronavirus #pandemic… https://t.co/HQAmuuRfo4",1,España,Spain,29-May-2020,497,False,neutral
15,MiguelA06972051,@fjbautista Posible rebrote de Covid-19??🙄,0,Málaga ,Spain,29-May-2020,83,False,neutral
16,Diana_abbs,"@Essexbizz @BeckettUnite @tomdaviesE17 France closed 70 schools again soon after re- opening them because of Covid spikes.
Spain aren’t opening before September...",1,"Jávea,Costa Blanca",Spain,29-May-2020,515,False,neutral
17,rhinomni,"Looking at the US now, after 3.5 year of @realDonaldTrump , it is almost unbelievable how the country has become a dystopian nightmare in such a short time.
And it will only get worse.
Many will die of COVID but I see many being shot by rogue militias soon.

I will stay far away.",0,"Barcelona, Cataluña",Spain,29-May-2020,1845,False,negative
18,thaisglod,Good news!!! We did it!!! +700 matchmaking solution to COVID-19  worlwide challenges!!! https://t.co/o2IVOQd1Ew,0,"Comunidad Valenciana, España",Spain,29-May-2020,134,False,positive
19,rocioruizbustos,Coronavirus: Monkeys 'escape with COVID-19 samples' after attacking lab assistant https://t.co/DBkkeprPlH,0,Córdoba (granaína/asturiana)🌍,Spain,29-May-2020,753,False,positive
20,Suewilson91,"https://t.co/RxHeWqRo6F

Hard to keep track of where the goalposts are.",11,Spain,Spain,29-May-2020,17927,False,negative
21,jrteruel,"Paradoxically, ambitious plans for the region’s post-Covid reconstruction could make the periphery even more peripheral, according to @jonsindreu Worth reading!
 https://t.co/HP9xwCP3er",4,La Garriga-Barcelona-València,Spain,29-May-2020,4239,False,positive
22,philosophypills,"A new relationship between power and liberty

https://t.co/MQzXa1YPst",0,,Spain,29-May-2020,6221,False,positive
23,lisancas,@stillgray Covid-19 baby,0,"Barcelona, España",Spain,29-May-2020,405,False,neutral
24,TeachMeGG,@aramski @JanE48144780 COVID relies on water droplets.. sorry. Risk assessment failed.,0,"Madrid, Spain",Spain,29-May-2020,1945,False,negative
25,blanca_coll,Cover @WestworldHBO @HBO @HBO_ES #COVID__19 #confinamiento https://t.co/BtAraUEcVH,0,Barcelona-Menorca,Spain,29-May-2020,24,False,neutral
26,maury9669,"Mmmm!
#madrid #selfie #covid_19 #españa #coronavirus #foto #chuecamadrid en Madrid, Spain https://t.co/PooIPOdGr1",0,"Comunidad de Madrid, España",Spain,29-May-2020,139,False,neutral
27,tradukit,"Ya know, I never thought I'd have to do a 4 hour exam with a mask on.... THANKS COVID. C1 in French done and dusted 🤪🤪 until tomorrow when I do my oral exam but whatever",0,"Murcia, España",Spain,29-May-2020,347,False,positive
28,Scottewen13,@mattletiss7 Make sure @piersmorgan gets a copy of it ..... scaremongering has to stop .... COVID is now just part of our lives as is influenza and pneumonia.... #livelife,0,Mallorca,Spain,29-May-2020,43,False,positive
29,CrisLacrampe,@jeonsbxby @001Albaa Covid-19 100%,0,valencia,Spain,29-May-2020,138,False,neutral
30,admlang,"Fans Asked to Remove Hats, Owners Hold Out Theirs https://t.co/W560Y3AmAY via @baseballpro",1,Terrassa,Spain,29-May-2020,235,False,neutral
31,danielvsag,Covid 19 https://t.co/30xDyJ6RMJ,0,SEVILLA,Spain,29-May-2020,1237,False,neutral
32,ElJanLe,A very impressive video about the magnitude of COVID-19: worldwide  https://t.co/rKx7c9XhJB,1,"Valencia, Comunidad Valenciana",Spain,29-May-2020,203,False,positive
33,msleeannb,People are dying. People lack PPE. People need tests for COVID. But the giant baby has his diapers in a twist because he said things that aren't true and Twitter called him out on it. #AmericaIsBroken,0,"Almería, Andalucía, Spain",Spain,29-May-2020,1218,False,negative
34,87Bea27,"🔉🔊 NEW POST 📝🌈✨
https://t.co/lknX9kJHfd
#blogger #cuarentena #escritores #lecturadigital #COVID https://t.co/dQKAjGBIsR",0,"Valencia, España",Spain,29-May-2020,204,False,positive
35,Soldevila_Jordi,"Everyone at home (LXX)
Unconfinament

#everyoneathome #home #joemquedoacasa #acasa #covid_19 #athome #stayathome #weekendathome #architecture #architecturephotography #pictureoftheday #catalunya #barcelona #urbanview… https://t.co/Yw2OtDi7Tj",0,Barcelona,Spain,29-May-2020,149,False,neutral
36,jamesbreiner,Checkout this story https://t.co/ponDVtfz54 via @Poynter,0,"Pamplona, Spain",Spain,29-May-2020,4737,False,neutral
37,joehas,@limerickcitybiz Timing is everything!!! https://t.co/DqNsPrDMVg,0,"Madrid, Spain",Spain,28-May-2020,8413,False,neutral
38,FakeWelt,"@whitepirates__ Try to reason with western covidiots, coronahuggers and all the sub-tribes of delirious conspiranoids who *know* there is no pandemic (though 5g causes covid) and Bill Gates is trying to inject them a controlling nanobot and wearing mask is a mortal sin against Western freedoms.. https://t.co/Dku4fTTnGg",0,Gijon. Spain,Spain,28-May-2020,2348,False,negative
39,bonnietriumph,"Great news for the Sunderland Nissan workforce, two fingers up to all the scaremongering remoaners. 
Got to feel for the Spanish Nissan workforce losing their jobs though. Spain’s people have suffered enough hardships due to the  #Covid_19 malarkey. 🇪🇸",0,"Nerja, Spain",Spain,28-May-2020,173,False,negative
40,FLANEUR_RANT,"It's hard when it's hard and at mo it's hard
Our erect penises laugh at us
Hardship is what we both want, enjoy and seek to avoid
Hard is indeed a ship on the waves
It was equally as amazing how ignorant we were to Covid in Jan as how we've known no press BUT this since April.",0,"Comunidad Valenciana, España",Spain,28-May-2020,67,False,positive
41,FJ_Mateo,'COVID-19 accelerating arrival of Asian Century' | The Korea Times https://t.co/Bpdv6f0Men,0,"Zaragoza, España",Spain,28-May-2020,775,False,neutral
42,alejandrogsalm,Covid-19 thank you very much for still stressing how f*cked up this society is... https://t.co/J1bvEoUcOv,1,"Valencia, España",Spain,28-May-2020,488,False,positive
43,theshaunzone,@CatalinaPerez_ @Channel4 We were half way through series 4 when COVID hit us and we had to stop filming...but hopefully we will be back soon ☺️,0,Spain,Spain,28-May-2020,554,False,positive
44,ZigorUrkiaga,The American way – How the world’s most powerful country is handling covid-19 https://t.co/A8lLrVXMCj,0,Ibarrangelu,Spain,28-May-2020,294,False,positive
45,lara_santaella,Just saying everyone should be wearing masks right now. You know. Covid. And covideo. https://t.co/nwxZUpAhAb,0,"Sevilla, España",Spain,28-May-2020,11893,False,neutral
46,Ditdenkik,@realDonaldTrump So many COVID-19 deaths...,0,"Altea, Spain",Spain,28-May-2020,250,False,neutral
47,MuseuOlimpicBCN,"Official mourning in memory of the victims of COVID-19. The Barcelona Olympic Foundation joins the 10 days of official mourning.//

Luto oficial en memoria de las víctimas del COVID-19. La Fundació Barcelona… https://t.co/PucsJ2yWPA",0,Barcelona Av. de l'Estadi 60,Spain,28-May-2020,1540,False,negative
48,JuanmaQuirs,@cobachin98 Covid covid covid covidcovidcovidcovidcovid,0,"Granada, España",Spain,28-May-2020,517,False,neutral
49,MDale0506,"PGH expands COVID-19 testing with new Lopez Group initiative | ABS-CBN News https://t.co/xfkSo4XzFh
👏👏👏",0,"Barcelona, Spain",Spain,28-May-2020,416,False,positive
50,YassmineOthman,"To all those who are no longer with us due to Covid-19, You will Always in our hearts ♥️ 

#alwaysinourhearts #siempreennuestroscorazones #ennuestrospensamientos en Spain https://t.co/Fts8oaq0mU",0,Castellon - Spain,Spain,28-May-2020,476,False,negative
51,luis_quevedo,Questions raised over hydroxychloroquine study which caused WHO to halt trials for Covid-19 https://t.co/Xwp4FRPIv2,1,Deadline,Spain,28-May-2020,11866,True,neutral
